tipo1;nombre_barra;Zona;clave_ds;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
G;ATACAMA_______220;NORTE;00702400000IF;107617,765645974;107411,698579298;107511,87465902;107688,914063088;107577,551141175;107553,479301276;107570,123209475;100530,88577772;10853,3214112132;0,0;0,0;0,0;0,0;0,0;0,0;2992,0735319393;28737,4987265575;66222,632835955;66601,7242272512;103260,278501717;103282,838852317;89569,2464475264;99019,1819836096;95097,0259157304
G;ATACAMA_______220;NORTE;00702400000RF;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-37,760889632191;-60,3631481628129;-60,2409242024205;-59,9298379489992;-60,0946354291156;-59,9615736666957;-60,6030457673014;-47,0919910505289;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
G;ATACAMA_______220;NORTE;00702500000IF;100854,477949994;100858,823153886;100772,408958762;100892,085619044;100880,402145919;101016,29721752;101051,291857361;94237,4437711748;6751,48139521661;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7430,55479780851;56340,6313413999;96681,2373339187;96238,2797996814;82957,6028129389;91729,1956948514;87176,3560166433
G;ATACAMA_______220;NORTE;00702500000RF;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-3619,50234973008;-6301,94276199817;-6658,6800938996;-5596,05055190713;-5500,33364095756;-4782,63993146341;-4756,46826129711;-5305,81691918521;-5182,73964767452;-3247,77711907398;0,0;0,0;0,0;0,0;0,0;0,0
G;ATACAMA_______220;NORTE;00702600000IF;89416,2354092433;94685,2027231321;97251,43075731;97307,1840368629;97205,2827013542;97260,1880819309;97214,0070727858;91703,4818451217;5912,87019899254;0,0;0,0;0,0;0,0;0,0;0,0;16466,7985935613;57293,2124626565;59331,4537409426;59772,71705324;100680,439859148;96844,6305528037;83280,1111189317;73985,062694702;61655,1217236287
G;ATACAMA_______220;NORTE;00702600000RF;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-3087,99889884642;-4038,69034556871;-3068,60482095622;-2834,99730354253;-2626,99821333492;-2808,46063660811;-4177,99038856446;-162,694816556041;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
G;ATACAMA_______220;NORTE;00702700000IF;96167,1094172117;104366,800902817;104580,650396142;104620,329792295;104597,662300387;104557,578375029;104611,982045498;98619,6934223979;8283,4370307448;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;19032,4749644164;64818,8138533277;92612,0473612867;92494,2194500717;88623,631012213;78950,0088848194;66844,3967243357
G;ATACAMA_______220;NORTE;00702700000RF;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-41,5082514539419;-59,8425254142213;-59,8093013954377;-59,5872214437242;-59,79810431259;-59,701136835481;-60,334171545111;-60,3519909141044;-60,3592729022688;-25,9532804210349;0,0;0,0;0,0;0,0;0,0;0,0
G;ATACAMA_______220;NORTE;00702800000IF;115027,197069907;115796,85844236;115915,224460642;115203,643066401;115152,53747951;115027,483572242;114990,904123577;112486,365956424;16424,8898315285;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4056,02128563354;39018,7891480712;65709,7470709584;110522,01844435;111287,53877744;104611,579683027;109559,692310646;109065,313257167
G;ATACAMA_______220;NORTE;00702800000RF;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-3,16590868344452;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-0,221239249533974;0,0;0,0;0,0;0,0;0,0;0,0;0,0
G;ATACAMA_______220;NORTE;00702900000IF;107459,239995772;111527,134721198;112469,21209515;112419,783329799;112314,674545193;112357,517461755;112202,431437467;109768,002259981;12427,0879933364;0,0;0,0;0,0;0,0;0,0;0,0;301,218335816177;35378,0250540247;38660,5874852664;82201,4055466092;110362,800803435;109618,67837774;104261,974493313;99290,9597863614;92083,8719046262
G;ATACAMA_______220;NORTE;00702900000RF;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;-3,52820630952003;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
G;CALAMA________110;NORTE;01134500000IF;0,0;0,0;140,712497222262;624,721018493763;229,585791151357;1957,91162773369;5042,77210851541;803,690359862984;37,1322800214304;345,921161648054;11224,2988238323;38916,7939642516;58828,2248952192;58476,5544419773;54462,6328591358;54486,5727241962;56451,8412287304;58833,3346743673;48905,5420039292;26705,9920919616;15540,9035775424;4328,31987430568;1812,39185492381;0,0
